Title,Tech Skills
"Physicians, Pathologists",['Photometer']
"Physicians, Pathologists",['Microbiology analyzers']
"Physicians, Pathologists",['Ultra cold or ultralow upright cabinets or freezers']
"Physicians, Pathologists",['Microtomes']
"Physicians, Pathologists",['Gas chromatographs']
"Physicians, Pathologists",['Hemacytometer sets']
"Physicians, Pathologists",['Hematology analyzers']
"Physicians, Pathologists",['Histology tissue cassettes']
"Physicians, Pathologists",['Label making machines']
"Physicians, Pathologists",['Laboratory freezer or refrigerator thermometers']
"Physicians, Pathologists",['General purpose refrigerators or refrigerator freezers']
"Physicians, Pathologists",['Water baths']
"Physicians, Pathologists",['Anesthesia nerve block kit or tray']
"Physicians, Pathologists",['Mass spectrometers']
"Physicians, Pathologists",['Histology paraffin']
"Physicians, Pathologists",['Hazardous material protective apparel']
"Physicians, Pathologists",['Petri plates or dishes']
"Physicians, Pathologists",['Rapid amplification or complementary deoxyribonucleic acid ends RACE technology products']
"Physicians, Pathologists",['Patient identification and information products']
"Physicians, Pathologists",['Medical exam or non surgical procedure gloves']
"Physicians, Pathologists",['Slide dryers']
"Physicians, Pathologists",['Spirometers']
"Physicians, Pathologists",['Sputum collection apparatus or containers']
"Physicians, Pathologists",['Non vacuum blood collection tubes or containers']
"Physicians, Pathologists",['Swab collection or transport containers']
"Physicians, Pathologists",['Temperature cycling chambers or thermal cyclers']
"Physicians, Pathologists",['Tissue processors']
"Physicians, Pathologists",['Urinalysis analyzers']
"Physicians, Pathologists",['Laboratory flasks']
"Physicians, Pathologists",['Volumetric pipettes']
"Physicians, Pathologists",['Laboratory vials']
"Physicians, Pathologists",['Accounting software']
"Physicians, Pathologists",['Medical software']
"Physicians, Pathologists",['Information retrieval or search software']
"Physicians, Pathologists",['Data base management system software']
"Physicians, Pathologists",['Data base user interface and query software']
"Physicians, Pathologists",['Spreadsheet software']
"Physicians, Pathologists",['Office suite software']
"Physicians, Pathologists",['Presentation software']
"Physicians, Pathologists",['Enterprise resource planning ERP software']
Psychiatrists,['Desktop computers']
Psychiatrists,['Electronic blood pressure units']
Psychiatrists,['Notebook computers']
Psychiatrists,['Mercury blood pressure units']
Psychiatrists,['Medical acoustic stethoscopes']
Psychiatrists,['Personal computers']
Psychiatrists,['Personal digital assistant PDAs or organizers']
Psychiatrists,['Tablet computers']
Psychiatrists,['Medical software']
Psychiatrists,['Time accounting software']
Psychiatrists,['Accounting software']
Psychiatrists,['Spreadsheet software']
Psychiatrists,['Office suite software']
Psychiatrists,['Electronic mail software']
Psychiatrists,['Word processing software']
Psychiatrists,['Data base user interface and query software']
Psychiatrists,['Graphics or photo imaging software']
Psychiatrists,['Internet browser software']
Radiologists,['Electronic blood pressure units']
Radiologists,['Medical radiological shielding portable containers for radioactive materials']
Radiologists,['Gamma bone densitometers']
Radiologists,['Medical computed tomography CT or CAT stationary units']
Radiologists,['X ray diffraction equipment']
Radiologists,['Desktop computers']
Radiologists,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Radiologists,['Radiation detectors']
Radiologists,['Medical radiation dosimeters']
Radiologists,['Medical radiation films or badges']
Radiologists,['Electrocardiography EKG units']
Radiologists,['Pedal exercisers for rehabilitation or therapy']
Radiologists,['Medical radiology and fluoroscopy RF units']
Radiologists,['Medical gamma cameras for general use']
Radiologists,['Laboratory beakers']
Radiologists,['Medical syringes with needle']
Radiologists,['Intravenous tubing with catheter administration kits']
Radiologists,['Multipurpose or general test tubes']
Radiologists,['Pasteur or transfer pipettes']
Radiologists,['Notebook computers']
Radiologists,['Medical magnetic resonance imaging MRI stationary units']
Radiologists,['Medical magnetic resonance imaging MRI scanners']
Radiologists,['Medical acoustic stethoscopes']
Radiologists,['Medical exam or non surgical procedure gloves']
Radiologists,['Medical picture archiving computer systems PACS']
Radiologists,['Medical positron emission tomography PET units']
Radiologists,['Surgical isolation or surgical masks']
Radiologists,['Medical single photon emission computed tomography SPECT units']
Radiologists,['Mercury blood pressure units']
Radiologists,['Laboratory tongs']
Radiologists,['Microcentrifuges']
Radiologists,['Medical x ray film archiving system software']
Radiologists,['Medical radiological shielding aprons or masks or drapes']
Radiologists,['Personal computers']
Radiologists,['Phantom dosimeters']
Radiologists,['Medical radiological shielding gloves']
Radiologists,['Goggles']
Radiologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Radiologists,['Medical computed tomography CT or CAT ultrafast system components']
Radiologists,['Treadmills']
Radiologists,['Tablet computers']
Radiologists,['Medical ultrasound bone densitometers']
Radiologists,['Liquid scintillation counters']
Radiologists,['Medical x ray units for general diagnostic use']
Radiologists,['Medical software']
Radiologists,['Graphics or photo imaging software']
Radiologists,['Electronic mail software']
Radiologists,['Spreadsheet software']
Radiologists,['Word processing software']
Radiologists,['Calendar and scheduling software']
Radiologists,['Voice recognition software']
Radiologists,['Internet browser software']
"Physicians, All Other",[]
Allergists and Immunologists,['Mobile medical services automated external defibrillators AED or hard paddles']
Allergists and Immunologists,['Desktop computers']
Allergists and Immunologists,['Electronic medical thermometers']
Allergists and Immunologists,['Spirometers']
Allergists and Immunologists,['Electrocardiography EKG units']
Allergists and Immunologists,['Microbiology analyzers']
Allergists and Immunologists,['Medical syringes with needle']
Allergists and Immunologists,['Immunology analyzers']
Allergists and Immunologists,['Intravenous tubing with catheter administration kits']
Allergists and Immunologists,['Intravenous infusion pumps for general use']
Allergists and Immunologists,['Intubation laryngoscopes']
Allergists and Immunologists,['Scanning light or spinning disk or laser scanning microscopes']
Allergists and Immunologists,['Intubation forceps']
Allergists and Immunologists,['Medical acoustic stethoscopes']
Allergists and Immunologists,['Medical or surgical suction or vacuum appliances']
Allergists and Immunologists,['Ophthalmoscopes or otoscopes or scope sets']
Allergists and Immunologists,['Medical gas cylinders or related devices']
Allergists and Immunologists,['Oxygen concentrators']
Allergists and Immunologists,['Peak flowmeters']
Allergists and Immunologists,['Visible light radiators']
Allergists and Immunologists,['Nebulizers']
Allergists and Immunologists,['Pulse oximeter units']
Allergists and Immunologists,['Mercury blood pressure units']
Allergists and Immunologists,['Surgical scissors']
Allergists and Immunologists,['Tablet computers']
Allergists and Immunologists,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Allergists and Immunologists,['Medical software']
Allergists and Immunologists,['Electronic mail software']
Allergists and Immunologists,['Analytical or scientific software']
Allergists and Immunologists,['Spreadsheet software']
Allergists and Immunologists,['Office suite software']
Allergists and Immunologists,['Presentation software']
Allergists and Immunologists,['Word processing software']
Hospitalists,['Surgical microscopes or loupes or magnifiers']
Hospitalists,['Mobile medical services automated external defibrillators AED or hard paddles']
Hospitalists,['Cell scrapers']
Hospitalists,['Resuscitation masks']
Hospitalists,['Binocular light compound microscopes']
Hospitalists,['Surgical clamps or clips or forceps']
Hospitalists,['Glucose monitors or meters']
Hospitalists,['Irrigation or suction handpieces or cannulas or tips or catheters']
Hospitalists,['Patient carbon dioxide detectors']
Hospitalists,['End tidal carbon dioxide monitors']
Hospitalists,['Respiratory monitoring kits']
Hospitalists,['Central venous catheters']
Hospitalists,['Medical magnetic resonance imaging MRI scanners']
Hospitalists,['Medical ultrasound or doppler or echocardiograph transducer']
Hospitalists,['Endoscopic cytology or microbiology brushes']
Hospitalists,['Dictation machines']
Hospitalists,['Digital cameras']
Hospitalists,['Handheld thermometer']
Hospitalists,['Mobile phones']
Hospitalists,['Medical ultrasound or doppler or echocardiograph transducer accessories']
Hospitalists,['Electroencephalograph EEGs']
Hospitalists,['Electronic stethoscopes']
Hospitalists,['Surgical dissectors']
Hospitalists,['Endotracheal tubes']
Hospitalists,['Medical ultrasound or doppler or pulse echocardiograph or echocardiograph units for general diagnostic use']
Hospitalists,['Endoscopic aspiration or biopsy needles']
Hospitalists,['Bronchoscopes']
Hospitalists,['Endoscopic instrument sets']
Hospitalists,['Sigmoidoscopes']
Hospitalists,['Gastrostomy feeding tube kits']
Hospitalists,['Medical examining mirror headbands']
Hospitalists,['Medical computed tomography CT or CAT scanners or tubes']
Hospitalists,['Hypodermic needle']
Hospitalists,['Urinary catheterization kits']
Hospitalists,['Endoscopic dilators or inflation devices']
Hospitalists,['Intravenous infusion pumps for general use']
Hospitalists,['Blood pressure recording units']
Hospitalists,['Notebook computers']
Hospitalists,['Pharyngeal airways or airways kits']
Hospitalists,['Intubation laryngoscopes']
Hospitalists,['Laser fax machine']
Hospitalists,['Medical acoustic stethoscopes']
Hospitalists,['Drug delivery systems']
Hospitalists,['Intravenous or arterial administration port or injection site']
Hospitalists,['Ophthalmoscopes or otoscopes or scope sets']
Hospitalists,['Cardiac pacemaker generators or cardiac resynchronization therapy pacemakers CRT-P']
Hospitalists,['Personal computers']
Hospitalists,['Personal digital assistant PDAs or organizers']
Hospitalists,['Stethoscopic phonocardiographs']
Hospitalists,['Pulse oximeter units']
Hospitalists,['Blood pressure cuff kits']
Hospitalists,['Endoscopic clamp or dissector or grasper or forceps']
Hospitalists,['Surgical suture or wire passers or related products']
Hospitalists,['Tablet computers']
Hospitalists,['Tongue depressors or blades or sticks']
Hospitalists,['Tourniquets']
Hospitalists,['Surgical trocars for general use']
Hospitalists,['Laboratory scalpels']
Hospitalists,['Medical ultrasound or doppler or echocardiograph probes']
